Category,Şirket,Adres,fk_country,Province,Town,Telefon,Category,Tag
"Restorantlar","Ornek Restaurant","Oudburg 17, Gent, Oost Vlaanderen",1,4,130,"09 225 17 75",11,29
"Restorantlar","Aspendos Restaurant","Oudburg 11, Gent, Oost Vlaanderen",1,4,130,"09 330 32 83",11,29
"Restorantlar","ORKENEZ BALIK EKMEK","Heernisplein 3 9040 Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,29
"Restorantlar","Maison Antalya","Rue de Plainevaux 57 Seraing, Luik",1,9,481,"+32(0)484 91 51 51",11,29
"Restorantlar","HAS KEBAB","Chaussée de Haecht 115 1030 Schaerbeek, Brussel",1,2,312,"02 203 83 00",11,29
"Restorantlar","Royale Delight","Grotestraat 41, Geraardsbergen, Oost Vlaanderen",1,4,131,"054 244 474",11,29
"Restorantlar","Le trappiste",,1,,,"+32(0)484 91 51 51",11,29
"Restorantlar","Kumpir Eethuis","Hoogstraat 10, Antwerpen",1,1,3,"+32 494 255 811",11,29
"Restorantlar","Sofra et lokantasi","Chaussée de Haecht 127, Schaarbeek, Brussel",1,2,312,"+32(0)489 523 627",11,29
"Restorantlar","Yagmur","Brederodestraat 54, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Pizza Pitta House","Kerkstraat 10, Vorselaar, Antwerpen",1,1,3,"014 500 025",11,29
"Restorantlar","Pizza Pitta House 1","Lierseweg 115, Herentals, Antwerpen",1,1,3,"014 226 671",11,29
"Restorantlar","Subway","Meir 125, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Restorantlar","Del Sud Classico","Handschoenmarkt 2, Antwerpen",1,1,3,"03 226 52 45",11,29
"Restorantlar","Muro","Verschansingstraat 61a, Antwerpen",1,1,3,"03 237 43 65",11,29
"Restorantlar","Altin sis Kebab Salonu","Rue du Village 12 Quaregnon, Henegouwen",1,8,407,"+32(0)484 91 51 51",11,29
"Restorantlar","Oba Restaurant","Rue Saint Nicolas 558 4000, Luik",1,9,161,"04 235 75 00",11,29
"Restorantlar","Alaturka Restaurant","Avenue des Martyrs 1, Fléron, Luik",1,9,449,"+32(0)484 91 51 51",11,29
"Restorantlar","Alaturka Restaurant","Sluizeken 15, Gent, Oost Vlaanderen",1,4,130,"09 233 33 07",11,29
"Restorantlar","Parma","Dorpsstraat 39, Londerzeel, Vlaams Brabant",1,6,277,"052 30 35 20",11,29
"Restorantlar","Trento Restaurant","Franklin Rooseveltplein 8, Ronse, Oost Vlaanderen",1,4,156,"055 239 495",11,29
"Restorantlar","Klein Azie Eethuis","Rondplein 20, Mol, Antwerpen",1,1,3,"014 70 33 07",11,29
"Restorantlar","Tatli Restaurant","Koolmijnlaan 158, Heusden-Zolder, Limburg",1,3,91,"011 606 206",11,29
"Restorantlar","Huzur Kebap","Jacoletstraat 17, Leopoldsburg, Limburg",1,3,97,"011 603 852",11,29
"Restorantlar","Brasserie Fier","Heirbaan 94, Sint-Gillis-bij-Dendermonde, Oost Vlaanderen",1,4,124,"+32(0)484 91 51 51",11,29
"Restorantlar","Florenty",,1,,,"02 229 00 54",11,29
"Restorantlar","Orient Restaurant","Rue de Herbesthal, Eupen, Luik",1,9,444,"087 33 33 41",11,29
"Restorantlar","ALA RESTAURANT","Lange Stuivenbergstraat 44 2060, Antwerpen",1,1,3,"+32 3 359 359",11,29
"Restorantlar","Merad Restaurant","Hendrik Consciencestraat 24 2800 Mechelen, Antwerpen",1,1,3,"015 41 57 73",11,29
"Restorantlar","London Brasserie","Rue du Luxembourg 8 1050, Brussel",1,2,304,"02 280 14 191",11,29
"Restorantlar","Enistem Resto Kokorec","Chaussée de Haecht 295, Schaarbeek, Brussels, Belçika",1,2,312,"+32483107860",11,29
"Restorantlar","Tusba Restaurant","Stalenstraat 47, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",11,29
"Restorantlar","Turkish Grill","Rue des Combattants 24, Monceau-sur-Sambre 6031 Charleroi, Belçika",1,,363,"+32495 40 65 95",11,29
"Restorantlar","TANTUNI LIEGE","Rue Elisa Dumonceau 3, 4040 Herstal, Luik, Belçika",1,9,455,"+32483661117",11,29
"Restorantlar","BE-JACK’S","Houtbriel 5, 9100 Sint-Niklaas, Oost Vlaanderen, Belçika",1,4,161,"+32 3 770 70 80",11,29
"Restorantlar","Otantik Restaurant","Rue Jean-Marie Clerdin, Oupeye, Luik, Belçika",1,9,473,"+32 491 30 05 72",11,29
"Restorantlar","Konak Steakhouse","Haenhoutstraat 2, Destelbergen, Oost Vlaanderen, Belçika",1,4,125,"32 488 48 75 37",11,29
"Restorantlar","Okka Restaurant-Cafe","Sint-Bernardsesteenweg 313, 2660 Antwerpen, Belçika",1,1,3,"+32 3 33 41 661",11,29
"Restorantlar","Florya Temse","Huis ten Halven 41, Temse, Oost Vlaanderen, Belçika",1,4,163,"+32 487 540 641",11,29
"Restorantlar","Papatya Restaurant","Koeisteerthofdreef 6, Mortsel, Antwerpen, Belçika",1,1,3,"+32 3 458 19 39",11,29
"Restorantlar","Le Qeyif","Kruisbekstraat 2, Merksem 2170 Antwerpen, Belçika",1,1,3,"+32 3 435 24 22",11,29
"Restorantlar","Tuana Restaurant","Elfnovemberstraat 10, Gent, Oost Vlaanderen, Belçika",1,4,130,"+32(0)9 398 33 66",11,29
"Restorantlar","TEKİNCE TANTUNİ","Place Liedts 1, 1030 Schaerbeek, Brussels",1,2,312,"+32 489 71 05 52",11,29
"Restorantlar","KUZZ Restaurant","Dendermondsesteenweg 157, Gent, Oost Vlaanderen, Belçika",1,4,130,"+32(0)486 93 75 15",11,29
"Seyehat Acenteleri","Marti Travel","Stationsstraat 1, 3582 Beringen, Limburg, Belçika",1,3,74,"+32 1121 21 93",17,74
"Seyehat Acenteleri","Simena","Kruindersweg 60 Maasmechelen, Limburg",1,3,101,"089 775 413",17,74
"Seyehat Acenteleri","Sunways Travel","Stalenstraat 145, Genk, Limburg",1,3,462,"089 386 610",17,74
"Seyehat Acenteleri","Gul reizen","Koolmijnlaan 67, Heusden-Zolder, Limburg",1,3,91,"011 736 518",17,74
"Seyehat Acenteleri","Yuksel Travel","Dendermondsesteenweg 217 9040 Gent, Oost Vlaanderen",1,4,130,"09 324 70 12",17,74
"Seyehat Acenteleri","Esen Tur","Rue de Dison 17, Verviers, Luik",1,9,493,"087 31 44 20",17,74
"Seyehat Acenteleri","Travel Corner","Koolmijnlaan 108, Heusden-Zolder, Limburg",1,3,91,"011 82 29 90",17,74
"Seyehat Acenteleri","Sunsky Travel","Koolmijnlaan 143, Heusden-Zolder, Limburg",1,3,91,"011 57 44 27",17,74
"Seyehat Acenteleri","Karmina Tour","Brederodestraat 143, Antwerpen",1,1,3,"03 238 13 26",17,74
"Seyehat Acenteleri","Pala Turizm","Chaussée de Haecht 188, Schaerbeek, Brussel",1,2,312,"02 215 99 98",17,74
"Seyehat Acenteleri","Fethi Turzim","Avenue Rogier 2, Schaerbeek, Brussel",1,2,312,"02 242 72 54",17,74
"Seyehat Acenteleri","ipekyolu Tourisme","Chaussée de Haecht 107, Schaerbeek, Brussel",1,2,312,"02 217 57 74",17,74
"Seyehat Acenteleri","Belvoyages","Place de la Reine 23, Schaerbeek, Brussel",1,2,312,"02 520 13 06",17,74
"Seyehat Acenteleri","Sila Travel","Chaussée de Helmet 112, Schaerbeek, Brussel",1,2,312,"02 410 98 00",17,74
"Seyehat Acenteleri","Gold Turizm","Place Liedts 14, Schaerbeek, Brussel",1,2,312,"02 245 33 77",17,74
"Seyehat Acenteleri","RA TRAVEL SA","Place de la Reine 23, Schaerbeek, Brussel",1,2,312,"02 520 13 06",17,74
"Seyehat Acenteleri","De Trekvogel","Carnotstraat 129, Anvers, Belçika",1,1,3,"014 58 22 41",17,74
"Seyehat Acenteleri","Talha Travel","Diepestraat 7, Antwerpen",1,1,3,"03 227 50 09",17,74
"Seyehat Acenteleri","DESTİ TRAVEL (GOLD TURİZM)","Place Liedts 14 1030 Schaerbeek, Brussel",1,2,312,"02 245 33 77",17,74
"Sobacılar","Green Evolution(Pellets Sobaları)","Rue de Marchienne 12 6044, Henegouwen",1,8,,"+32 71 45 13 76",13,10
"Sürücü Kursu","Liman (Gent)","Wondelgemstraat 157, Gent, Oost Vlaanderen",1,4,130,"09 234 35 07",15,72
"Sürücü Kursu","Liman (Anderlecht)","Rue Wayez 136, Anderlecht, Brussel",1,2,303,"02 521 63 23",15,72
"Sürücü Kursu","Liman (Antwerpen)","Carnotstraat 68, Anvers, Belçika, Antwerpen",1,1,3,"03 770 52 83",15,72
"Sürücü Kursu","Liman (Schaerbeek)","Avenue Rogier 2A, Schaerbeek, Brussel",1,2,312,"02 203 66 26",15,72
"Taksiciler","Taxi REIS","Liège, 4000 Luik, Belçika",1,9,,"+32 499 502 502",15,70
"Taksiciler","Taxi’s Comfort","Rue Hamoir 99, La Louvière, Henegouwen",1,8,389,"06 422 32 32",15,70
"Taksiciler","Tsy Taksi","Antwerpen",1,1,3,"+32(0)484 91 51 51",15,70
"Temizlik Firmaları","GLOBAL NET","Brussels, Belçika",1,2,,"+32 478 334 344",15,52
"Temizlik Firmaları","Akbay Bvba","Vuurkruisplein 9,2660 Hoboken, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,52
"Temizlik Firmaları","Oniks Cleaning Services","Avenue Paul Deschanel 79, Sint-Joost-ten-Node, Brussel",1,2,316,"02 310 07 19",15,52
"Temizlik Firmaları","All Cleaning","Bindstraat 33, Antwerpen",1,1,3,"03 230 36 66",15,52
"Temizlik Firmaları","Dogan Company","Company Rooigemlaan 590, 9000, Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",15,52
"Temizlik Firmaları","Cordonnerie expresse","Rue Saint-Séverin 167, 4000, Luik",1,9,,"04 223 79 36",15,52
"Temizlik Firmaları","Mdcs Cleaning Services","Houtweg 50, Evere, Brussel",1,2,304,"02 215 41 13",15,52
"Temizlik Firmaları","All Facility Cleaning","Weerstandlaan 19/1b 2660, Antwerpen",1,1,3,"03 344 50 60",15,52
"Temizlik Firmaları","A&G Solutions","Kloosterstraat 67, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,52
"Temizlik Firmaları","Absorb","Brusselsesteenweg 261 9050 Gent, Oost Vlaanderen",1,4,130,"09 232 35 00",15,52
"Temizlik Firmaları","Akbay","Vuurkruisenlaan 9, Antwerpen",1,1,3,"03 337 86 03",15,52
"Temizlik Firmaları","Multi Cleaning","Kloosterstraat 66 2180, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,52
"Temizlik Firmaları","Vilniuscleaning","Kapelsesteenweg 480, Brasschaat, Antwerpen",1,1,14,"+32(0)484 91 51 51",15,52
"Temizlik Firmaları","Bru-Net Sprl","Rue du Moulin 145, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 215 88 83",15,52
"Temizlik Firmaları","Ecef Bvba","Achtersteveld 6, Berchem, Antwerpen",1,1,3,"03 239 77 99",15,52
"Temizlik Firmaları","Group Cleaning","Rue Godfroid Kurth 19, 1140 Evere, Brussel",1,2,304,"02 245 86 52",15,52
"Temizlik Firmaları","Kose Cleaning","Stroobantsstraat 48A 1140 Evere, Brussel",1,2,304,"02 223 23 01",15,52
"Temizlik Firmaları","Kcs Cleaning","Rue Brichaut 67, Schaerbeek, Brussel",1,2,312,"02 215 89 00",15,52
"Temizlik Firmaları","STAR Solutions",,1,,,"0473484894",15,52
"Tercüman","Ishak Yilmaz","Adres bulunamadı",1,,,"+32474509166",15,60
"Tercüman","Mavzer Consulting","Ossenstraat 1, Gent, Oost Vlaanderen",1,4,130,"0487 246 846",15,60
"Tercüman","Fatih Seyhoglu","Pater Verbiststraat 12, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Ercan Yilmaz","Langestraat 111 Zele, Oost Vlaanderen",1,4,169,"+32(0)484 91 51 51",15,60
"Tercüman","Ramazan Yürük","Buisstraat 13 b, Sint-Amands, Antwerpen",1,1,58,"+32(0)484 91 51 51",15,60
"Tercüman","Selcuk Perin","Avenue Paul Deschanel 146, Schaarbeek, Brussel",1,2,312,"02 215 60 18",15,60
"Tercüman","Kezban Akar","Rue Paul Pastur 92, Quaregnon, Henegouwen",1,8,407,"+32(0)484 91 51 51",15,60
"Tercüman","Hasan Malkoc","Rue de la Collectivité 51 Saint-Nicolas, Luik",1,9,161,"+32(0)484 91 51 51",15,60
"Tercüman","Yaver Zeytinoglu","Rue du Ban 4 Celles, Henegouwen",1,8,361,"+32(0)484 91 51 51",15,60
"Tercüman","Sibel Ozden","Ginderbuiten 29, Mol, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Muhlise Tosun","Koninginnelaan 2 , Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",15,60
"Tercüman","Salih Turan","Guillaume Lambertlaan 15, Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",15,60
"Tercüman","Yilmaz Bakir","Brussel, Brussel",1,2,304,"+32(0)484 91 51 51",15,60
"Tercüman","Tulay Ikiz","Tramstraat 2, Houthalen-Helchteren, Limburg",1,3,93,"+32(0)484 91 51 51",15,60
"Tercüman","Mustafa Aytar","Klaverveld 7, Houthalen-Helchteren, Limburg",1,3,93,"+32(0)484 91 51 51",15,60
"Tercüman","Sevgi Aytar","Verbindingsstraat 8, Houthalen-Helchteren, Limburg",1,3,93,"+32(0)484 91 51 51",15,60
"Tercüman","Hacel Cal","Speerstraat 40, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Dondu Kocak","Victor Driessensstraat 31, Antwerpen",1,1,3,"03 248 32 68",15,60
"Tercüman","Hamide Sönmez","Populierenstraat 50 b, Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",15,60
"Tercüman","Ttlc Bultent Samanli","Rue du Méridien 25, Sint-Joost-ten-Node, Brussel",1,2,316,"+32(0)484 91 51 51",15,60
"Tercüman","Seher Gökce Peeters","Fond de Bondry 49 Ottignies-Louvain-la-Neuve, België, Waals Brabant",1,7,339,"+32(0)484 91 51 51",15,60
"Tercüman","Muhittin Kilic","Rue Pige au Croly 103, Charleroi, Henegouwen",1,8,363,"071 418 375",15,60
"Tercüman","Sebahattin Yilmaz","Onderwijsstraat 14 Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",15,60
"Tercüman","Metin Kaya","Langestraat 61/b Zele, Oost Vlaanderen",1,4,169,"+32(0)484 91 51 51",15,60
"Tercüman","Metin Koyuncu","Strombeek-Beverselaan 9 Meise, Brussel",1,2,304,"+32(0)484 91 51 51",15,60
"Tercüman","Sevim Tunc","Langstraat 30 Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",15,60
"Tercüman","Ayhan Can","Rue Hamoir 151 La Louvière, Henegouwen",1,8,389,"+32(0)484 91 51 51",15,60
"Tercüman","Erdal Özdemir","Clos Corbeau 1 La Louvière, Henegouwen",1,8,389,"+32(0)484 91 51 51",15,60
"Tercüman","Süleyman Cinar","Pieter Breughellaan 15, Lier, Antwerpen",1,1,3,"03 489 05 17",15,60
"Tercüman","Erdogan Koca","Korfbalstraat 21, Beringen, Limburg",1,3,74,"011 426 442",15,60
"Tercüman","Yurdagul Zevne","Kleine dreef 36 , Heist-op-den-Berg, België, Limburg",1,3,22,"+32(0)484 91 51 51",15,60
"Tercüman","Deniz Ates","Holvenstraat 140, Overpelt, Limburg",1,3,462,"011 725 213",15,60
"Tercüman","Akdogdu Salih","Leerhoeklaan 55, Ekeren, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Demir Nazli","Brussel",1,2,304,"+32(0)484 91 51 51",15,60
"Tercüman","Alper Baltaci","Trou du Bois 50, Herve, Luik",1,9,456,"+32(0)484 91 51 51",15,60
"Tercüman","Mehmet Koksal","Sint-Joost-ten-Node, Brussel",1,2,316,"02 218 07 04",15,60
"Tercüman","Hasan Batakli","Rue Hyacinthe Collette 13, Herstal, Luik",1,9,455,"+32(0)484 91 51 51",15,60
"Tercüman","Ismet Mere","Rue Emile Muraille 143, Herstal, Luik",1,9,455,"+32(0)484 91 51 51",15,60
"Tercüman","Leyla Kelleci","Winterslagstraat 33, Genk, Antwerpen",1,1,3,"089 503 248",15,60
"Tercüman","Nuran Kurtal","Gruisweg 27, Genk, Limburg",1,3,462,"089 856 980",15,60
"Tercüman","Isa Kilic","Ruisstraat 27, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",15,60
"Tercüman","Cemal Mozaikci","Binnenlaan 9 Genk, Limburg",1,3,462,"+32(0)484 91 51 51",15,60
"Tercüman","Sadiye Sesli","Bellikstraat 16, Dilsen-Stokkem, Vlaams Brabant",1,6,80,"089 752 523",15,60
"Tercüman","Duran Nart","Rue de Moignelée 69, Sambreville, Henegouwen",1,8,576,"+32(0)484 91 51 51",15,60
"Tercüman","Serpil Acaryazi","Commissaris Neyskenslaan 65 Diest, Vlaams Brabant",1,6,249,"+32(0)484 91 51 51",15,60
"Tercüman","Omer Yumlu","Meidoornstraat 28 Diest, Vlaams Brabant",1,6,249,"+32(0)484 91 51 51",15,60
"Tercüman","Mustafa Caner","Résidence Bel Air 100/2/1 Châtelet, Henegouwen",1,8,364,"+32(0)484 91 51 51",15,60
"Tercüman","Esma Caner","Rue Royale 43/11, Henegouwen",1,8,,"+32(0)484 91 51 51",15,60
"Tercüman","Hasan Bataklı","Rue Hyacinthe Collette 13 4040 Herstal, Luik",1,9,455,"+32(0)484 91 51 51",15,60
"Tercüman","Dursun Nihat","Rue du Masy 6a, Charleroi, Henegouwen",1,8,363,"+32(0)484 91 51 51",15,60
"Tercüman","Ahmet Arkan","Laardijkstraat 55, Limburg",1,3,462,"+32(0)484 91 51 51",15,60
"Tercüman","Günnur Karatas","Ronsaardbekestraat 64, Brugge, Oost Vlaanderen",1,4,181,"+32(0)484 91 51 51",15,60
"Tercüman","Kemal Erkart","Chemin de Musy 55,Bastenaken, Luxemburg",1,1,504,"+32(0)484 91 51 51",15,60
"Tercüman","Selamet Belkiran","Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Abdurrahman Kaya","Rue Eloy 26, Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",15,60
"Tercüman","Dondu Kilincarslan","Julius de Geyterstraat 85/5 2020, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Oguz Sevim","Rue Stéphanie 67, Brussel",1,2,304,"+32(0)484 91 51 51",15,60
"Tercüman","Tuncay Dogru","Kruidenlaan 30, Genk, Limburg",1,3,462,"089 843 094",15,60
"Tercüman","Halit Kubat","Chaussée de Haecht 178, Schaerbeek, Brussel",1,2,312,"02 216 21 57",15,60
"Tercüman","Yakup Yurt","Rue Royale 12 1030, Brussel",1,2,304,"02 219 53 80",15,60
"Tercüman","Biz Consulting – P&V Sigorta","Rue Marie-Christine 103-105, Brussel, Brussel",1,2,304,"02 426 78 87",15,60
"Tercüman","Turkish Language Solutions","Brederodestraat 72, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,60
"Tercüman","Sadi Seyhan","Ossenstraat 1, Oost Vlaanderen",1,4,,"+32(0)484 91 51 51",15,60
"Terziler","MAY TAILORING","Leopoldstraat 69, 2000 Antwerpen, Belçika",1,1,3,"+32486373724",15,54
"Terziler","Retouches Dailly","Rue Jacques Jansen 11, Schaarbeek, Brussel",1,2,312,"02 735 30 96",15,54
"Terziler","Aydin Couture","Rue de la Station 72, Ans, Luik",1,9,420,"04 246 05 23",15,54
"Terziler","Goude Naald","Brederodestraat 164, Antwerpen",1,1,3,"03 237 39 94",15,54
"Terziler","Couture star","Place Jean Jaurès 40 4040 Herstal, Luik",1,9,455,"+32(0)484 91 51 51",15,54
"Terziler","Gouden Naaldje","Koningin Astridlaan 15 Hasselt, Limburg",1,3,86,"011 871 058",15,54
"Terziler","Groene Schaar","Lange leemstraat 25, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,54
"Terziler","Diamant","Bredabaan 393, Merksem 2170, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,54
"Terziler","De Gouden Schaar","Sint-Gummarusstraat 57, Antwerpen",1,1,3,"03 232 78 87",15,54
"Terziler","Naald & Draad","Provinciestraat 195, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,54
"Toptancı (Kuaför Kozmetik)","Hair&Amp beauty","Adres bulunamadı",1,,,"0476632850",28,66
"Toptancı (Kuaför Kozmetik)","KH Cosmetick","Rue Dieudonné Lefèvre 2, Brussel, Belçika",1,2,304,"+32 486 33 91 11",28,66
"Toptancılar (Döner)","ERTEK","Rue du Cerisier 20d, Gosselies 6041 Charleroi, Henegouwen, Belçika",1,8,363,"+32 71 34 35 53",28,121
"Toptancılar (Döner)","Elif Food Distribution","Europark 2057 3530 Houthalen-Helchteren, Limburg",1,3,93,"011 601 380",28,121
"Toptancılar (Döner)","Dudemsa","Slingerweg 64 Genk, Limburg",1,3,462,"089 322 950",28,121
"Toptancılar (Döner)","ülkem doner fabrikasi","Industrielaan 7 Kapellen, Antwerpen",1,1,3,"03 608 78 04",28,121
"Toptancılar (Döner)","Cum Horeca","Sint-Salvatorstraat 78 a, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",28,121
"Toptancılar (Döner)","Akin Bvba","Justus de Harduwijnlaan 21a, Gent, Oost Vlaanderen",1,4,130,"09 329 08 73",28,121
"Toptancılar (Döner)","Akman Bvba","Gaardeniersweg 77 9000 Gent, Oost Vlaanderen",1,4,130,"09 226 47 99",28,121
"Toptancılar (Döner)","Quality Food","Wiedauwkaai 27, Gent, Oost Vlaanderen",1,4,130,"09 229 25 32",28,121
"Toptancılar (Döner)","Karmez","Smallandlaan 16, Antwerpen",1,1,3,"03 740 00 80",28,121
"Toptancılar (Döner)","Bey Et","Villalaan 44 1601 Sint-Pieters-Leeuw, Vlaams Brabant",1,6,290,"02 218 04 13",28,121
"Toptancılar (Döner)","Hildas NV","Boekterheide 34 3550 Heusden-Zolder, Limburg",1,3,91,"011 53 80 02",28,121
"Toptancılar (Döner)","QUALITY FOOD CENTER","Wiedauwkaai 27 9000 Gent, Oost Vlaanderen",1,4,130,"09 233 99 82",28,121
"Toptancılar (Döner)","Mevlana Halal Meat","Oranjestraat 132 2060, Antwerpen",1,1,3,"32 3 236 64 24",28,121
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Twins Food ( Pastacilik Hammadde ve Malzemeleri Toptancisi)","Adres bulunamadı",1,,,"+32484949159",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","MEGA STORE 3","Slachthuislaan 35, 2060 Antwerpen, Belçika",1,1,3,"+32 3 633 30 41",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","ERTEK","Rue du Cerisier 20d, Gosselies 6041 Charleroi, Henegouwen, Belçika",1,8,363,"+32 71 34 35 53",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Emir Food","Cauwerburg 115, Temse, Oost Vlaanderen",1,4,163,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Beynur","Hemelrijken 3d, Sint-Amands, Antwerpen",1,1,58,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Star drinks","Bevrijdingslaan 39, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Nefis","Drève de la Courte Au Bois 1, Manage, Henegouwen",1,8,396,"064 54 00 54",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Beygo food","Centrum-Zuid 2058, Houthalen-Helchteren, Limburg",1,3,93,"011 635 344",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Gülen & Co","Maatheide 76, Lommel, Limburg",1,3,462,"011 631 874",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Aksu (Su Toptancisi)",,1,,,"02 203 14 00",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","S.C.S.DERYA OCEAN","Rue Bethléem 1, 6000 Charleroi, Henegouwen",1,8,363,"071 42 17 42",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Dogan","Rue du Roton 84 6000 Charleroi, Henegouwen",1,8,363,"071 70 36 82",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Resal BVBA","Touwstraat 15/17, Antwerpen",1,1,3,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Cum Horeca","Sint-Salvatorstraat 78 a, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Hayat Food","Maaswinkelstraat 6, Zonhoven, Limburg",1,3,112,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Kavaklidere Nv","Metropoolstraat 11, Schoten, Antwerpen",1,1,3,"03 644 14 52",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Akin Bvba","Justus de Harduwijnlaan 21a, Gent, Oost Vlaanderen",1,4,130,"09 329 08 73",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Kerem Sprl",,1,,,"02 42 76 081",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Akman Catering","Gaardeniersweg 77, Gent, Oost Vlaanderen",1,4,130,"09 226 47 99",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Golden Tulip","Tulpstraat 15 2060, Antwerpen",1,1,3,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","SEBAHAT","Avenue Antoon Van Oss 23 25, 1120, Brussel",1,2,304,"02 410 49 28",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Oz Food","Allée Verte 25 1000, Brussel",1,2,304,"02 201 31 55",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Sprl Alenka(silifke ürünleri)","Rue Pierre Van Obberghen 10 1140 Evere, Brussel",1,2,304,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Vizyon Drinks","Rue Masui 194 196 1030 Schaerbeek, Brussel",1,2,312,"02 420 01 15",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Laz Food",,1,,,"02 427 60 81",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Las Vegas","Rue François-Joseph Navez 91 93, Schaerbeek, Brussel",1,2,312,"02 241 50 55",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Tadal S.a","Quai des Usines 22 1000, Brussel",1,2,304,"02 425 72 43",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Tayyar Mahsuni","Van Praetstraat 100, Antwerpen",1,1,3,"+32(0)484 91 51 51",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","MESUT DRINK","Rue Henri Bergé 17, Schaerbeek, Brussel",1,2,312,"+32 2 245 29 89",28,122
"Toptancılar (Gıda - İçecek - Tütün - Şeker)","Active Food(Snack ürünleri)","Slekkenstraat 4, Beveren, Oost Vlaanderen",1,4,118,"03 239 09 03",28,122
"Toptancılar (Horeca)","Active Food(Snack ürünleri)","Slekkenstraat 4, Beveren, Oost Vlaanderen",1,4,118,"03 239 09 03",28,124
"Toptancılar (Horeca)","ERKA HORECA & FOOD","Rue de Molenbeek 109, Laeken 1020, Brussel",1,2,304,"02 425 84 88",28,124
"Toptancılar (Horeca)","Horeca Center","Minister Delbekelaan 62 68, Antwerpen",1,1,3,"03 68 57 303",28,124
"Toptancılar (Horeca)","Emirdag salam","Baron de Catersstraat 31, Antwerpen",1,1,3,"03 218 96 92",28,124
